a,4
about,2
aboutnumb,2
absolute,13
ac,5
accept,48
access,7
accessory,18
accord,2
acid,42
across,2
act,4
active,2
actual,17
ad,22
adapt,1
add,3
address,4
adjust,3
admit,21
adult,5
advance,2
advertise,1
affect,3
afford,5
afraid,1
after,1
afternoon,7
age,5
ago,7
agree,1
agreement,4
ah,7
ahead,3
aim,4
air,4
airbnb,1
alamo,1
alarmed,1
alcatel,1
ale,1
all,87
allegro,2
allot,1
allow,30
almost,8
along,4
already,7
alright,17
also,50
alter,2
although,3
aluminium,1
am,1
amateur,1
amen,34
amount,10
amp,7
ample,1
amplifi,1
and,2
andros,2
anna,2
annoy,1
annual,1
answer,21
anti,3
anticus,1
antique,3
any,107
anymore,1
anyone,3
anything,1
anyway,7
anywhere,5
apart,70
apology,2
apolsteri,1
appear,4
appliance,22
applied,3
apply,3
appreci,2
appropri,1
approxim,1
apt,1
ar,1
arbat,2
ardor,3
are,10
area,55
arid,1
arm,2
armour,1
army,1
around,26
arrange,7
art,1
as,1
ashes,1
ask,79
asking,1
askingwhat,1
aspect,1
assembly,2
assign,1
assume,9
astray,1
att,6
attack,1
attend,1
attract,7
audit,1
august,2
aunt,2
authentic,1
author,1
automatic,5
automobile,1
aux,1
avail,68
ave,1
average,3
away,19
awe,1
awesom,62
awhile,1
baby,3
back,22
backseat,2
backward,5
bad,11
badly,1
bail,1
balcony,1
ball,1
band,2
bandit,1
bang,1
bar,3
bare,3
bargain,2
barley,1
bart,2
basal,1
base,6
basement,2
basic,3
basket,1
bass,2
bath,18
bathroom,21
bathtubs,2
battery,16
bay,7
beach,1
beat,1
beauty,22
bed,21
bedroom,56
bedroomsbath,1
been,1
begin,2
being,1
believe,7
bell,1
bench,1
bend,1
beneath,1
benefit,1
benicia,1
berkeley,1
bernhard,1
beside,5
best,21
bet,1
betray,1
better,12
bicycle,1
big,28
bike,150
bill,5
binocular,1
birthday,2
bite,106
black,7
blackest,1
blanket,1
blast,1
blind,2
block,2
blue,7
bluetooth,3
bluish,3
boa,1
board,1
boat,1
bob,1
body,11
bolt,1
bomber,1
bone,1
book,4
bookshelf,1
boombox,1
boost,1
bore,1
both,1
bother,2
bottle,3
bottom,10
boulevard,1
bounty,1
bow,1
box,24
boy,3
brake,12
brand,27
brandmodel,1
break,10
breakers,1
brief,1
bright,4
bring,24
brokenmiss,1
brother,3
brown,2
brows,1
bu,1
buck,4
bud,4
budget,55
buds,4
bug,2
build,11
built,1
bulb,1
bulk,2
bump,2
bunch,2
burning,1
busy,7
but,1
button,1
buy,53
buyer,8
buying,1
by,1
c,2
ca,2
cabinet,2
cableinternet,1
cablesatellit,1
cage,1
california,2
call,34
callkeep,1
camera,5
camp,2
can,5
cancel,2
candyshel,1
cap,1
capable,3
car,93
card,14
cards,1
care,8
carpal,5
carpet,10
carrier,3
carry,1
cart,2
cartridge,2
case,34
cash,43
cashier,2
cat,20
catch,4
cavity,1
cedar,1
cellphon,1
center,10
century,1
certain,3
certainly,7
certify,2
