absolute,1
ac,1
accept,9
acid,3
actual,1
admit,2
advance,1
aerodynam,1
afford,3
afraid,3
age,2
agent,1
ago,2
all,15
allow,1
almost,5
along,1
already,4
alright,1
also,5
amen,3
amount,5
antique,1
any,4
anyway,6
apart,11
appliance,1
appreci,2
approve,2
are,2
area,14
around,3
ask,11
author,1
avail,1
avert,1
away,9
awesom,5
axillary,1
back,4
bah,1
ball,1
bare,1
base,1
bathroom,2
battery,2
bear,1
beauty,6
bed,1
bedroom,1
behave,1
believe,2
best,3
better,4
big,1
bike,19
binocular,1
birthday,1
bite,56
black,1
blame,1
bluetooth,1
board,1
bone,1
bother,1
bottom,1
boxer,1
brand,11
bring,1
brow,1
budget,14
buds,1
bulb,2
busy,1
but,1
buy,9
by,1
can,24
car,15
care,1
career,1
carpet,2
cash,14
cause,1
certain,1
chair,3
chance,2
character,1
charge,1
cheap,1
check,3
children,1
choose,1
chronic,1
clean,4
clock,2
close,1
closer,2
coli,1
color,2
come,153
cometh,5
comfort,2
comment,1
common,1
compare,1
competent,1
complete,1
conduct,14
consider,7
convent,1
convert,1
cool,6
cost,5
could,44
couldn,1
count,1
couple,1
course,2
cover,2
crack,1
crime,1
current,4
custom,1
cut,1
daughter,4
day,2
deal,7
dealer,1
definite,3
degree,1
desire,1
desk,1
despite,1
deter,1
devil,2
differ,1
dine,1
disassembl,1
discount,2
district,2
do,2
doesn,1
dollar,2
dont,12
doubt,3
downtown,1
dresser,1
drive,3
drone,1
duc,1
due,1
dutch,2
elect,2
electricity,1
else,1
end,2
enough,2
etc,2
ever,2
every,2
exactly,1
except,1
exit,1
expect,2
expel,4
expense,6
extra,2
fair,5
fall,1
fantasy,1
far,6
fast,1
feature,4
fee,1
feel,3
felt,1
fewer,1
fifteen,1
figure,1
final,2
find,4
fine,1
firm,2
first,1
fit,2
fix,1
flash,1
flexible,1
flexiblebut,1
floor,2
flush,1
for,1
frame,1
francisco,1
full,4
fund,1
furnish,3
furniture,4
ga,2
gate,1
genet,1
genuine,1
get,17
gift,2
give,13
glass,1
go,92
good,18
gradual,1
grand,1
grass,1
great,35
grm,1
guarantee,1
half,4
hall,1
hand,1
hard,1
hardihood,1
hardly,1
hate,1
haul,1
haven,1
hear,1
heat,1
height,1
hello,4
hey,2
hi,5
high,65
higher,6
highest,6
home,6
hook,1
hope,6
horrid,1
hour,1
house,3
howe,7
huge,1
hungry,1
hurry,1
id,7
idea,1
igni,1
ill,3
imagine,1
in,31
inch,2
include,3
index,1
inform,1
inside,1
instal,1
insult,1
interest,20
inured,1
isn,2
issue,3
italian,1
item,7
job,1
just,1
justify,1
keep,2
kind,3
kitchen,1
know,7
lack,2
lake,1
lamp,1
landscape,1
least,3
leather,2
leave,2
leeway,1
less,4
let,4
level,1
light,1
like,36
limit,1
line,1
list,8
listen,1
little,56
live,1
ll,1
load,1
local,7
long,2
longer,1
longest,1
look,16
lose,1
loss,1
lot,6
loud,1
love,4
low,106
lower,45
lowest,56
mainly,1
maintain,6
maintenc,1
make,11
man,2
market,2
match,2
maximum,1
may,9
mean,4
meet,4
mention,1
middle,2
might,4
mile,4
mileage,2
mind,3
mint,2
mmm,2
model,1
moment,3
money,4
more,1
move,2
much,27
muddy,1
murder,1
music,1
must,1
na,6
nail,1
narrow,1
near,1
necessarily,1
need,16
negoti,21
neighborhood,1
never,3
new,24
newer,1
newly,1
news,1
next,1
nice,11
nick,1
noah,1
normal,1
noses,1
not,1
now,3
nowadays,1
number,45
oblige,1
offer,33
office,1
oh,7
ok,4
okay,12
old,13
older,1
on,3
one,4
online,3
opinion,1
origin,2
other,1
outer,1
outset,1
owner,1
package,1
pad,1
paint,1
palmar,1
papa,1
paper,1
park,2
part,2
particular,1
pass,1
patrol,1
pay,14
payment,1
pedal,1
pelvis,1
people,2
per,2
perfect,4
perhaps,2
phantasm,1
phone,4
photo,1
pick,21
picture,1
piece,3
place,7
platino,1
play,1
plea,1
pleas,3
plumber,1
plus,3
policy,1
pool,2
porch,1
possible,4
potent,1
practice,2
prefer,1
premium,2
pretty,5
price,199
pride,1
prim,1
probably,2
profession,2
property,1
proved,6
purchase,1
put,5
quality,4
question,1
quick,1
quit,1
rare,3
rate,3
read,1
really,24
reason,6
recent,1
recommend,1
record,2
reduce,1
refer,1
refuse,1
regard,1
reluctu,1
remember,1
remote,1
removed,1
rent,10
repair,4
repaired,1
replace,4
resin,1
respect,3
response,1
rest,1
retire,1
rid,1
ride,2
right,7
rim,1
ring,5
rock,1
room,6
rug,1
rural,1
rush,1
saddle,1
sadly,1
safety,1
sale,3
savage,2
save,2
saw,2
say,8
school,1
scratch,2
screen,2
seaboard,1
seat,2
secure,1
see,19
seem,9
sell,12
seller,1
serious,2
service,1
set,5
several,1
sexless,1
shape,2
sheet,1
ship,2
short,1
sideways,1
sign,2
similar,3
simple,1
since,8
single,1
site,1
size,2
slightly,3
small,2
smaller,1
sofa,1
someone,1
somewhat,1
